type_p,title,thumbnail,video
video,Lalu Ji speaking fluent English in an international interview - The unknown Lalu,https://i.ytimg.com/vi/-Yt_6H_rU_A/mqdefault.jpg,https://www.youtube.com/watch?v=-Yt_6H_rU_A
video,Modi's balloon punctured in Bihar - Lalu Yadav to NDTV,https://i.ytimg.com/vi/QhJX0FhXj20/mqdefault.jpg,https://www.youtube.com/watch?v=QhJX0FhXj20
video,Lalu Prasad Yadav's Son Tejashwi Yadav Interview after the success in Bihar election,https://i.ytimg.com/vi/HA5QLV9AUy8/mqdefault.jpg,https://www.youtube.com/watch?v=HA5QLV9AUy8
video,"Exclusive: 'PM Modi should quit and go back to Gujarat,' says Lalu",https://i.ytimg.com/vi/vJ8vlUpiijI/mqdefault.jpg,https://www.youtube.com/watch?v=vJ8vlUpiijI
video,IBN Bihar Dialogue 2.0 II Lalu Yadav II CNN-IBN II,https://i.ytimg.com/vi/J5dvM1LOABM/mqdefault.jpg,https://www.youtube.com/watch?v=J5dvM1LOABM
video,Has Lalu Yadav won back his former loyalists?,https://i.ytimg.com/vi/05L3yZ-A2Po/mqdefault.jpg,https://www.youtube.com/watch?v=05L3yZ-A2Po
video,Seedhi Baat With RJD Chief Lalu Prasad Yadav,https://i.ytimg.com/vi/RSXxjoVKyK0/mqdefault.jpg,https://www.youtube.com/watch?v=RSXxjoVKyK0
video,Lalu Prasad Yadav And Nitish Kumar Speech After Winning Bihar Election | T news,https://i.ytimg.com/vi/dsFBca0fiK4/mqdefault.jpg,https://www.youtube.com/watch?v=dsFBca0fiK4
video,"Lalu Yadav praises Mulayam Singh, is upset over tussle!",https://i.ytimg.com/vi/m9Il3BBgln4/mqdefault.jpg,https://www.youtube.com/watch?v=m9Il3BBgln4
video,à__à__à__à¥‚ à_¯à__à__à_µ | RJD Chief Lalu Prasad Yadav in Aamne-Samne | Anurradha Prasad |,https://i.ytimg.com/vi/ma2dmZOJSks/mqdefault.jpg,https://www.youtube.com/watch?v=ma2dmZOJSks
video,Ghoshanapatra: Lalu Prasad Yadav assures of an important role for his son Tejaswi if RJD-,https://i.ytimg.com/vi/4AtcOWQosLw/mqdefault.jpg,https://www.youtube.com/watch?v=4AtcOWQosLw
video,Lalu Prasad Yadav's interview with Sudhir Chaudhary PART-1,https://i.ytimg.com/vi/WYGbeln3Ytg/mqdefault.jpg,https://www.youtube.com/watch?v=WYGbeln3Ytg
video,Lalu Yadav funniest speech in Lok Sabha,https://i.ytimg.com/vi/5MCbqge9x2s/mqdefault.jpg,https://www.youtube.com/watch?v=5MCbqge9x2s
video,Seedhi Baat - Seedhi Baat - Seedhi Baat: Tejasvi Yadav says Lalu was whistle blower of fodder scam,https://i.ytimg.com/vi/mQoF1kC-kEg/mqdefault.jpg,https://www.youtube.com/watch?v=mQoF1kC-kEg
video,Lalu Prasad Yadav's interview with Sudhir Chaudhary PART-2,https://i.ytimg.com/vi/2bPER_kBo34/mqdefault.jpg,https://www.youtube.com/watch?v=2bPER_kBo34
video,Indian Politics Funny Speech In English - Politicians Scandal,https://i.ytimg.com/vi/lsZGxy4T5zs/mqdefault.jpg,https://www.youtube.com/watch?v=lsZGxy4T5zs
video,India News special show 'Samvaad' with Lalu Prasaad Yadav,https://i.ytimg.com/vi/MNYvMFjYPKc/mqdefault.jpg,https://www.youtube.com/watch?v=MNYvMFjYPKc
video,RJD chief Lalu Prasad Yadav Interview,https://i.ytimg.com/vi/e8pFQ5txvGc/mqdefault.jpg,https://www.youtube.com/watch?v=e8pFQ5txvGc
video,Lalu Prasad Yadav- Interview- Jo kahunga sach kahunga,https://i.ytimg.com/vi/5Jjd90qT6is/mqdefault.jpg,https://www.youtube.com/watch?v=5Jjd90qT6is
video,RJD Supremo Lalu Prasad Yadav in Aap Ki Adalat (PART 1) - India TV,https://i.ytimg.com/vi/1LTeGIUDhTY/mqdefault.jpg,https://www.youtube.com/watch?v=1LTeGIUDhTY
video,"Lalu's Elder Son Tej Pratap Takes Oath, Repeats Oath After Goofs Up",https://i.ytimg.com/vi/kqOs4ab6oFQ/mqdefault.jpg,https://www.youtube.com/watch?v=kqOs4ab6oFQ
video,"Seedhi Baat - Seedhi Baat - Not against Lokpal, says Lalu",https://i.ytimg.com/vi/EYlL1hiNxNE/mqdefault.jpg,https://www.youtube.com/watch?v=EYlL1hiNxNE
video,Lalu Prasad Yadav Speaks to Media after Winning Bihar Elections | HMTV,https://i.ytimg.com/vi/vtkPW8-G9iA/mqdefault.jpg,https://www.youtube.com/watch?v=vtkPW8-G9iA
video,Agenda Aaj Tak: Lalu tears into Nitish's,https://i.ytimg.com/vi/S-YtdrvDvt0/mqdefault.jpg,https://www.youtube.com/watch?v=S-YtdrvDvt0
video,Bihar polls: Lalu's younger son claims to be older than elder brother,https://i.ytimg.com/vi/U3e8ODBlvjU/mqdefault.jpg,https://www.youtube.com/watch?v=U3e8ODBlvjU
video,Panchayat Aaj Tak: Tejaswi Yadav Takes Questions Ahead Of Bihar Polls,https://i.ytimg.com/vi/Itdj9iRl3Cw/mqdefault.jpg,https://www.youtube.com/watch?v=Itdj9iRl3Cw
video,Shikhar Sammelan: Lalu Prasad Yadav answers various questions,https://i.ytimg.com/vi/eaBLA7UKbrs/mqdefault.jpg,https://www.youtube.com/watch?v=eaBLA7UKbrs
video,Tejaswi Yadav Velfie Interview: Laluâ€™s Sonâ€™s Political Debut,https://i.ytimg.com/vi/cdDI1CCuW8k/mqdefault.jpg,https://www.youtube.com/watch?v=cdDI1CCuW8k
video,"Swabhiman Rally: Lalu Yadav, Nitish Kumar, Sonia Gandhi attack PM Modi",https://i.ytimg.com/vi/osa55fNbN4k/mqdefault.jpg,https://www.youtube.com/watch?v=osa55fNbN4k
video,Walk The Talk: Lalu Prasad Yadav,https://i.ytimg.com/vi/zbGbGXTukEk/mqdefault.jpg,https://www.youtube.com/watch?v=zbGbGXTukEk
video,Panchayat Aaj Tak: Lalu An Asset Or Liability For Bihar Elections?,https://i.ytimg.com/vi/MUsT2DASg6E/mqdefault.jpg,https://www.youtube.com/watch?v=MUsT2DASg6E
video,Shekhar Suman interviews Rajpal Yadav - Episode 37,https://i.ytimg.com/vi/frXOK2_PWWQ/mqdefault.jpg,https://www.youtube.com/watch?v=frXOK2_PWWQ
video,Panchayat Aaj Tak: Lalu Prasad Yadav Speaks Ahead Of Bihar Polls,https://i.ytimg.com/vi/kDWqzNyEoXk/mqdefault.jpg,https://www.youtube.com/watch?v=kDWqzNyEoXk
video,srk and lalu,https://i.ytimg.com/vi/js6GUFX-ncQ/mqdefault.jpg,https://www.youtube.com/watch?v=js6GUFX-ncQ
video,Dal prices show 'puraane din' better than 'acche din': Nitish Kumar to PM Modi,https://i.ytimg.com/vi/AFucOB2q684/mqdefault.jpg,https://www.youtube.com/watch?v=AFucOB2q684
type_p,title,thumbnail,video
video,Lalu Prasad Yadav - In Focus ( An old video),https://i.ytimg.com/vi/mvPdN4LRPO8/mqdefault.jpg,https://www.youtube.com/watch?v=mvPdN4LRPO8
video,Laloo prasad yadav speaks english,https://i.ytimg.com/vi/D9XztAs37L8/mqdefault.jpg,https://www.youtube.com/watch?v=D9XztAs37L8
video,Lalu Yadav's RJD is Pariwar Janata Dal: BJP MP Shahnawaz Hussain's jibe,https://i.ytimg.com/vi/XipFi6A-xFM/mqdefault.jpg,https://www.youtube.com/watch?v=XipFi6A-xFM
video,KAPPSTH Final ep 37 (part 5) - Laloo Prasad,https://i.ytimg.com/vi/baZoLTk8aNM/mqdefault.jpg,https://www.youtube.com/watch?v=baZoLTk8aNM
video,Ghoshanapatra: Pappu Yadav clarifies of signing no secret deal with NDA,https://i.ytimg.com/vi/s996POEtsQI/mqdefault.jpg,https://www.youtube.com/watch?v=s996POEtsQI
video,Arbnab Goswami kidnapped by Pappu Yadav,https://i.ytimg.com/vi/ASTWW5fobRA/mqdefault.jpg,https://www.youtube.com/watch?v=ASTWW5fobRA
video,Tejashwi yadav ( Son of Laloo) abuses Nitish kumar,https://i.ytimg.com/vi/Cbdk0H5XAvc/mqdefault.jpg,https://www.youtube.com/watch?v=Cbdk0H5XAvc
video,Nitish will be CM even if Lalu has more seats: Sharad Yadav to NDTV,https://i.ytimg.com/vi/-KZNnsm5UiI/mqdefault.jpg,https://www.youtube.com/watch?v=-KZNnsm5UiI
video,Lalu Prasad Yadav Funny Speech Mimic PM Narendra Modi - 2015,https://i.ytimg.com/vi/c0ava_J7tLY/mqdefault.jpg,https://www.youtube.com/watch?v=c0ava_J7tLY
video,Frankly Speaking with Akhilesh Yadav (The Full Interview),https://i.ytimg.com/vi/ky_jSR7rt9U/mqdefault.jpg,https://www.youtube.com/watch?v=ky_jSR7rt9U
video,The Best of Frankly Speaking with Arnab Goswami: 2014 - Part 1,https://i.ytimg.com/vi/pWfK4jnTZvc/mqdefault.jpg,https://www.youtube.com/watch?v=pWfK4jnTZvc
video,TEJ PRATAP YADAV FIRST PROGRAMME OF ARWAL,https://i.ytimg.com/vi/E72cUK7kt-M/mqdefault.jpg,https://www.youtube.com/watch?v=E72cUK7kt-M
video,Lalu Prasad Yadav's son Tej Pratap Singh Yadav active for election campaign: Bihar elections,https://i.ytimg.com/vi/S-A1QDulCNI/mqdefault.jpg,https://www.youtube.com/watch?v=S-A1QDulCNI
video,Tej Pratap Yadav files nomination papers from Mahua constituency,https://i.ytimg.com/vi/JBXimdGjkYo/mqdefault.jpg,https://www.youtube.com/watch?v=JBXimdGjkYo
video,"Lalu defends decision to tie-up with JDU, says will keep Bihar away from BJP at any cost",https://i.ytimg.com/vi/4lYLt_gkfLY/mqdefault.jpg,https://www.youtube.com/watch?v=4lYLt_gkfLY
video,Lalu Yadav most View Funny Speech In Lok Sabha,https://i.ytimg.com/vi/DCYAV8kxuwc/mqdefault.jpg,https://www.youtube.com/watch?v=DCYAV8kxuwc
video,IndiaTV Conclave: Watch Manoj Tiwari Vs Tejashwi Yadav at Chunav Manch - India TV,https://i.ytimg.com/vi/IWdykzOqyFw/mqdefault.jpg,https://www.youtube.com/watch?v=IWdykzOqyFw
video,Bihar Elections: Tej Pratap Speaks Exclusively,https://i.ytimg.com/vi/DS_c3irRWH8/mqdefault.jpg,https://www.youtube.com/watch?v=DS_c3irRWH8
video,Walk The Talk with Housing.com co-founder Rahul Yadav,https://i.ytimg.com/vi/aZ0-ry-0_wI/mqdefault.jpg,https://www.youtube.com/watch?v=aZ0-ry-0_wI
video,"""Lalu Yadav is a thought process"". -- Tejaswi Yadav",https://i.ytimg.com/vi/11IQRkRMdh8/mqdefault.jpg,https://www.youtube.com/watch?v=11IQRkRMdh8
video,WHAT THE FLOP PARODY INTERVIEW WITH LALBABU PANDIT NETA,https://i.ytimg.com/vi/XgLAyH94ERg/mqdefault.jpg,https://www.youtube.com/watch?v=XgLAyH94ERg
video,Sandesh News Exclusive Interview with Sadhu Yadav brother-in-law of RJD chief Lalu Prasad Yadav.,https://i.ytimg.com/vi/TWEDH9CKus0/mqdefault.jpg,https://www.youtube.com/watch?v=TWEDH9CKus0
video,Interview to Ravish Kumar NDTV,https://i.ytimg.com/vi/Xa8J4mOAka0/mqdefault.jpg,https://www.youtube.com/watch?v=Xa8J4mOAka0
video,Shri Hukmdev Narayan Yadav's speech in the discussion on The General Budget(2015-16): 16.03.2015,https://i.ytimg.com/vi/F-LD0XHoCuk/mqdefault.jpg,https://www.youtube.com/watch?v=F-LD0XHoCuk
video,Tejaswi Yadav Attacks On Chirag Paswan And Ram Vilas Paswan Over Affidavit,https://i.ytimg.com/vi/AUXRmrMtz8Y/mqdefault.jpg,https://www.youtube.com/watch?v=AUXRmrMtz8Y
video,Raj Thackeray making comedy of rajdeep sardesai,https://i.ytimg.com/vi/EQdsPAm2o0g/mqdefault.jpg,https://www.youtube.com/watch?v=EQdsPAm2o0g
video,"Aap ki Adalat - Akhilesh Yadav, Part 1",https://i.ytimg.com/vi/WRH8sX7eRJc/mqdefault.jpg,https://www.youtube.com/watch?v=WRH8sX7eRJc
video,"Aap ki Adalat - Akhilesh Yadav, Part 2",https://i.ytimg.com/vi/6P7yZrqdWxk/mqdefault.jpg,https://www.youtube.com/watch?v=6P7yZrqdWxk
video,Samvaad: Meet Lalu Prasaad Yadav spoke exclusively to India News,https://i.ytimg.com/vi/PQpWZtejIK8/mqdefault.jpg,https://www.youtube.com/watch?v=PQpWZtejIK8
video,Bihar Will Unite Against BJP And Modi: Lalu,https://i.ytimg.com/vi/h6bqbWi1pMw/mqdefault.jpg,https://www.youtube.com/watch?v=h6bqbWi1pMw
video,Vyakti Vishesh: Lalu Prasad Yadav hogs the limelight of upcoming Bihar Elections,https://i.ytimg.com/vi/kzauCSxmb60/mqdefault.jpg,https://www.youtube.com/watch?v=kzauCSxmb60
video,Lalu Prasad Yadav's Election Story,https://i.ytimg.com/vi/ZahvpMLvRT4/mqdefault.jpg,https://www.youtube.com/watch?v=ZahvpMLvRT4
video,RJD Supremo Lalu Yadav in Aap Ki Adalat (Part 3),https://i.ytimg.com/vi/ObIfOBIjeqs/mqdefault.jpg,https://www.youtube.com/watch?v=ObIfOBIjeqs
video,funny- mulayam singh yadav interview.mpg,https://i.ytimg.com/vi/QtSQZaJruQw/mqdefault.jpg,https://www.youtube.com/watch?v=QtSQZaJruQw
video,Awaaz Exclusive - Rahul Yadav,https://i.ytimg.com/vi/qFJhBpG5A7o/mqdefault.jpg,https://www.youtube.com/watch?v=qFJhBpG5A7o
video,Lalu Yadav wants daughter Misa to progress in politics,https://i.ytimg.com/vi/kMpRa8PBdeo/mqdefault.jpg,https://www.youtube.com/watch?v=kMpRa8PBdeo
video,NDTV Exclusive: Housing.com CEO Rahul Yadav gets candid,https://i.ytimg.com/vi/D7soBRgGgFA/mqdefault.jpg,https://www.youtube.com/watch?v=D7soBRgGgFA
video,Bihar Elections: This is Lalu Yadav's style of campaigning,https://i.ytimg.com/vi/Hjtj2xaCgjw/mqdefault.jpg,https://www.youtube.com/watch?v=Hjtj2xaCgjw
video,"Tonight with Deepak Chaurasia: Will do anything to destroy Lalu-Nitish coming together, says Paswan",https://i.ytimg.com/vi/qiVnGnUPdjI/mqdefault.jpg,https://www.youtube.com/watch?v=qiVnGnUPdjI
video,"PM Modi got stuck in Lalu Prasad Yadav's googly of comments, says Bhola Singh",https://i.ytimg.com/vi/c2dNjgx9b-s/mqdefault.jpg,https://www.youtube.com/watch?v=c2dNjgx9b-s
video,"Will now go to Varanasi with a lantern, says Lalu Prasad Yadav",https://i.ytimg.com/vi/I6OwmhhOQyI/mqdefault.jpg,https://www.youtube.com/watch?v=I6OwmhhOQyI
video,Appan Tv Interview Appan Bishesh With Upendra Yadav Vs Puran Rauniyar.,https://i.ytimg.com/vi/sduJXvhpBMo/mqdefault.jpg,https://www.youtube.com/watch?v=sduJXvhpBMo
video,Lalu Prasad Yadav's wife Rabri Devi's response after Bihar election results 2015,https://i.ytimg.com/vi/IDu8z5q8Qsg/mqdefault.jpg,https://www.youtube.com/watch?v=IDu8z5q8Qsg
video,"Hindustan Bihar Samagam: Nitish Kumar and Lalu Yadav share the stage, spoke over alliance",https://i.ytimg.com/vi/6qo8_619jg0/mqdefault.jpg,https://www.youtube.com/watch?v=6qo8_619jg0
video,Lalu Prasad Yadav Gets Angry While Addressing In Gaya,https://i.ytimg.com/vi/mmww2BUkoXg/mqdefault.jpg,https://www.youtube.com/watch?v=mmww2BUkoXg
video,"Lalu Yadav does a PM Modi, offers advice too",https://i.ytimg.com/vi/wqLDNodC0OM/mqdefault.jpg,https://www.youtube.com/watch?v=wqLDNodC0OM
video,VIDEO: Watch How Lalu Prasad Yadav Mimics PM Narendra Modi - India TV,https://i.ytimg.com/vi/UP7Y_Skd9uM/mqdefault.jpg,https://www.youtube.com/watch?v=UP7Y_Skd9uM
video,PAPPU YADAV INTERVIEW BY DILIP K SINGH,https://i.ytimg.com/vi/AToVFEE68oU/mqdefault.jpg,https://www.youtube.com/watch?v=AToVFEE68oU
video,Check out the new poster outside Lalu Yadav's house which hints at Deputy CM,https://i.ytimg.com/vi/-JJSrNaZfZ0/mqdefault.jpg,https://www.youtube.com/watch?v=-JJSrNaZfZ0
video,Hangout with MP Pappu Yadav: BBC Hindi,https://i.ytimg.com/vi/3ms9c1XUsCk/mqdefault.jpg,https://www.youtube.com/watch?v=3ms9c1XUsCk
type_p,title,thumbnail,video
video,News24 Bihar Conclave:  RJD Chief Lalu Prasad Yadav ( Part 1),https://i.ytimg.com/vi/U-d0z2MXeQw/mqdefault.jpg,https://www.youtube.com/watch?v=U-d0z2MXeQw
video,VVIPs Attend Lalu Prasad's Daughter's Wedding,https://i.ytimg.com/vi/DIW2jmwqF-s/mqdefault.jpg,https://www.youtube.com/watch?v=DIW2jmwqF-s
video,Celebrations outside Lalu Prasad Yadav's house in Patna,https://i.ytimg.com/vi/FseMDr0cGVI/mqdefault.jpg,https://www.youtube.com/watch?v=FseMDr0cGVI
video,Lalu Prasad Yadav mimics PM Narendra Modi | Special Package to Bihar | Mango News,https://i.ytimg.com/vi/7X_8I4rV7G4/mqdefault.jpg,https://www.youtube.com/watch?v=7X_8I4rV7G4
video,Mulayam Singh Yadav's interview on ' NEWS 24'  ( Part-2 ),https://i.ytimg.com/vi/EXkTYr19xmg/mqdefault.jpg,https://www.youtube.com/watch?v=EXkTYr19xmg
video,Watch GhoshnaPatra with RJD chief Lalu Prasad Yadav,https://i.ytimg.com/vi/b9FChwGEHDk/mqdefault.jpg,https://www.youtube.com/watch?v=b9FChwGEHDk
video,Laloo Yadav interviwed by Abhiranjan Kumar Part1,https://i.ytimg.com/vi/O2tKBLtNXNE/mqdefault.jpg,https://www.youtube.com/watch?v=O2tKBLtNXNE
video,Frankly Speaking with Lalu Prasad - Part 2,https://i.ytimg.com/vi/JDAjPdB7a4M/mqdefault.jpg,https://www.youtube.com/watch?v=JDAjPdB7a4M
video,Lalu's son Tejashwi Yadav refuses to vote for himself,https://i.ytimg.com/vi/xKeTOL0_seE/mqdefault.jpg,https://www.youtube.com/watch?v=xKeTOL0_seE
video,Lalu's son Tejaswi wants to win back what mother Rabri Devi lost,https://i.ytimg.com/vi/WdlFIl4KlIw/mqdefault.jpg,https://www.youtube.com/watch?v=WdlFIl4KlIw
video,Lalu asks Kajol about vulgarity in films,https://i.ytimg.com/vi/riBhTjWgQ8Q/mqdefault.jpg,https://www.youtube.com/watch?v=riBhTjWgQ8Q
video,Rahul Yadav Of Housing.com Opens Up About Resignation Letter & Dispute With Board Members,https://i.ytimg.com/vi/flqn0Igsf-E/mqdefault.jpg,https://www.youtube.com/watch?v=flqn0Igsf-E
video,Deepak Chaurasia interviews Misa Bharti and Tejashwi Yadav together.,https://i.ytimg.com/vi/4TecSB3JD_Q/mqdefault.jpg,https://www.youtube.com/watch?v=4TecSB3JD_Q
video,Kheshari Lal Yadav latest Exclusive Interview in patna bihar,https://i.ytimg.com/vi/YRAPRB12iVI/mqdefault.jpg,https://www.youtube.com/watch?v=YRAPRB12iVI
video,"PM Modi, Sonia Gandhi Attend Wedding Reception of Lalu Yadav's Daughter - India TV",https://i.ytimg.com/vi/Eon8yhorw5E/mqdefault.jpg,https://www.youtube.com/watch?v=Eon8yhorw5E
video,Controversy after Laluâ€™s younger son Tejashwi becomes older than Tej Pratap in election,https://i.ytimg.com/vi/lTVIYNx6ElI/mqdefault.jpg,https://www.youtube.com/watch?v=lTVIYNx6ElI
video,"""Lalu Prasad Yadav"" Most hilarious speech in Parliament",https://i.ytimg.com/vi/yYonyWe7IgU/mqdefault.jpg,https://www.youtube.com/watch?v=yYonyWe7IgU
video,"Amit Shah should not have used a small elevator, jokes Lalu Yadav on Shah being stuck in l",https://i.ytimg.com/vi/Or2A6CwAKPw/mqdefault.jpg,https://www.youtube.com/watch?v=Or2A6CwAKPw
video,Interview 3 shipra sharma and omveer yadav interview with papu yadav,https://i.ytimg.com/vi/WQ9XC1mIE3w/mqdefault.jpg,https://www.youtube.com/watch?v=WQ9XC1mIE3w
video,Laluâ€™s Son Hints At Deputy CM Post Going To Family,https://i.ytimg.com/vi/mOI9gSdx0jU/mqdefault.jpg,https://www.youtube.com/watch?v=mOI9gSdx0jU
video,"Agenda Aaj Tak: Lalu Prasad, Sharad Yadav, Sitaram Yechury on elections",https://i.ytimg.com/vi/lrN4U74Tbpc/mqdefault.jpg,https://www.youtube.com/watch?v=lrN4U74Tbpc
video,Chunavi Night with Deepak Chaurasia: Pappu Yadav,https://i.ytimg.com/vi/Ac8vqpZah18/mqdefault.jpg,https://www.youtube.com/watch?v=Ac8vqpZah18
video,Lalu Yadav's sons seek fast track access to Nitish Kumar cabinet,https://i.ytimg.com/vi/naRVX7BrM0c/mqdefault.jpg,https://www.youtube.com/watch?v=naRVX7BrM0c
video,Lalu Prasad Yadav Reaches Raghopur,https://i.ytimg.com/vi/t36Jhs6js1A/mqdefault.jpg,https://www.youtube.com/watch?v=t36Jhs6js1A
video,"Exclusive: BJP will face defeat in Bihar, Lalu Yadav tells News Nation",https://i.ytimg.com/vi/qvITYlDwUXE/mqdefault.jpg,https://www.youtube.com/watch?v=qvITYlDwUXE
video,IEN CHANNEL : Bhojpuri Actor Pappu Yadav's Interview,https://i.ytimg.com/vi/InrLm3Ch7y0/mqdefault.jpg,https://www.youtube.com/watch?v=InrLm3Ch7y0
video,"Lalu Yadav's  Speech at Swabhiman Rally, bihar 2015 elections",https://i.ytimg.com/vi/Xuus3o3bVy8/mqdefault.jpg,https://www.youtube.com/watch?v=Xuus3o3bVy8
video,Patna : Lalu Prasad Yadav on PM Narendra MODIs  Speech : 09-08-2015,https://i.ytimg.com/vi/w_wLRL-XkhI/mqdefault.jpg,https://www.youtube.com/watch?v=w_wLRL-XkhI
video,Rackus at Lalu Yadav rally over candidature of Tej Pratap from Mahua Vidhan Sabha constituency,https://i.ytimg.com/vi/7uesK7lSzxE/mqdefault.jpg,https://www.youtube.com/watch?v=7uesK7lSzxE
video,Bihar Elections: Check out Lalu Prasad Yadav's War Room made to defeat BJP,https://i.ytimg.com/vi/70fmS5jY7KA/mqdefault.jpg,https://www.youtube.com/watch?v=70fmS5jY7KA
video,Rajesh Ranjan @ Pappu Yadav Interview at Patna airport about Bihar Politics,https://i.ytimg.com/vi/7S1Cb9ULurw/mqdefault.jpg,https://www.youtube.com/watch?v=7S1Cb9ULurw
video,Lalu's son Tej Pratap Yadav about development plans for Bihar,https://i.ytimg.com/vi/z7hKWqpSBos/mqdefault.jpg,https://www.youtube.com/watch?v=z7hKWqpSBos
video,WATCH UP CM Akhilesh Yadav in ABP News special show Shikhar Samagam,https://i.ytimg.com/vi/TfkklkD8GtA/mqdefault.jpg,https://www.youtube.com/watch?v=TfkklkD8GtA
video,Aamne Samne-Pappu Yadav-MP-Madhepura -On 27th Sep 2014,https://i.ytimg.com/vi/ZD6ELxCVYAg/mqdefault.jpg,https://www.youtube.com/watch?v=ZD6ELxCVYAg
video,Lalu Prasad Yadav - Funny Moments During Election Campaigning in Bihar | Bihar Elections 2015,https://i.ytimg.com/vi/Yl8CTLkyd6c/mqdefault.jpg,https://www.youtube.com/watch?v=Yl8CTLkyd6c
video,Patna : Lalu prasad Yadav Speech 13-07-2015,https://i.ytimg.com/vi/pdCisqLHFXM/mqdefault.jpg,https://www.youtube.com/watch?v=pdCisqLHFXM
video,The Newshour Direct: Lalu Prasad Yadav (20th June 2014),https://i.ytimg.com/vi/TbtGI7DQk-k/mqdefault.jpg,https://www.youtube.com/watch?v=TbtGI7DQk-k
video,Delhi : Pappu Yadav on Apologises From Lalu Prasad Yadav For Comments on His Families  :13-11-2015,https://i.ytimg.com/vi/86rU3nVx8UE/mqdefault.jpg,https://www.youtube.com/watch?v=86rU3nVx8UE
video,Lalu Yadav Daughter Misha Bharti On Bihar Election Result | Tejashwi Yadav | T News,https://i.ytimg.com/vi/fp3CmF4He0U/mqdefault.jpg,https://www.youtube.com/watch?v=fp3CmF4He0U
video,Bihar : Lalu Prasad Yadav Celebrates Diwali,https://i.ytimg.com/vi/7XHAKaMpcsw/mqdefault.jpg,https://www.youtube.com/watch?v=7XHAKaMpcsw
video,Mulayam Singh Yadav in conversation with ETV,https://i.ytimg.com/vi/6B6W2RWmD40/mqdefault.jpg,https://www.youtube.com/watch?v=6B6W2RWmD40
video,"Who will be the deputy CM of Bihar, Misa Bharti, Tej Pratap or Tejashwi Yadav?",https://i.ytimg.com/vi/cJH4KNaaJnE/mqdefault.jpg,https://www.youtube.com/watch?v=cJH4KNaaJnE
video,Master stroke of Lalu Prasad Yadav about modi.,https://i.ytimg.com/vi/LNGqVwe51g0/mqdefault.jpg,https://www.youtube.com/watch?v=LNGqVwe51g0
video,Walk The Talk: Mulayam Singh Yadav (Aired: 2003),https://i.ytimg.com/vi/iqrWAAq0XfE/mqdefault.jpg,https://www.youtube.com/watch?v=iqrWAAq0XfE
video,Lalu Prasad Yadav openly thretening upper castes people who didn't voted for him.,https://i.ytimg.com/vi/1kHVGQCommo/mqdefault.jpg,https://www.youtube.com/watch?v=1kHVGQCommo
video,Capital View With Sagarika Ghose - Bihar Assembly Polls,https://i.ytimg.com/vi/wY6Cr0AIaIs/mqdefault.jpg,https://www.youtube.com/watch?v=wY6Cr0AIaIs
video,Lalu Prasad Yadav Thanks on Raghopur,https://i.ytimg.com/vi/9-VqVemIvZs/mqdefault.jpg,https://www.youtube.com/watch?v=9-VqVemIvZs
video,Raghopur (BIHAR) : Lalu Yadav Visits Tejasvi Yadavs Constituency : 10-11-2015,https://i.ytimg.com/vi/wTacFPS5RbE/mqdefault.jpg,https://www.youtube.com/watch?v=wTacFPS5RbE
video,Bihar Mandate Is Against PM Narendra Modi says Lalu Prasad Yadav | Running Commentary (09-11-2015),https://i.ytimg.com/vi/BO2QcPIH78s/mqdefault.jpg,https://www.youtube.com/watch?v=BO2QcPIH78s
video,Lalu Prasad Yadav reaches son Tejaswi Yadav's district Raghopur,https://i.ytimg.com/vi/7qJkUQkwUWc/mqdefault.jpg,https://www.youtube.com/watch?v=7qJkUQkwUWc
type_p,title,thumbnail,video
video,The Newshour Direct: Lalu Prasad Yadav,https://i.ytimg.com/vi/UFD_0TA8HeM/mqdefault.jpg,https://www.youtube.com/watch?v=UFD_0TA8HeM
video,Lalu - Nitish Grand Alliance,https://i.ytimg.com/vi/ecgxgPNGsYg/mqdefault.jpg,https://www.youtube.com/watch?v=ecgxgPNGsYg
video,India News : Sadhu Yadav talks exclusively on India News,https://i.ytimg.com/vi/SqkU4XosljI/mqdefault.jpg,https://www.youtube.com/watch?v=SqkU4XosljI
video,Khaas Mulakaat with Yogendra Yadav | Part 1 | Living India News,https://i.ytimg.com/vi/C5RZ3NVMyLk/mqdefault.jpg,https://www.youtube.com/watch?v=C5RZ3NVMyLk
video,Lalu Yadav's daughter Misa Bharti exclusive interview,https://i.ytimg.com/vi/VLRcu7F5JYg/mqdefault.jpg,https://www.youtube.com/watch?v=VLRcu7F5JYg
video,Lalu Prasad Yadav's Press Conference On Bihar Poll Voting,https://i.ytimg.com/vi/TQMYGWMd-oc/mqdefault.jpg,https://www.youtube.com/watch?v=TQMYGWMd-oc
video,Battleground Bihar - Nitish Kumar vs Lalu Yadav,https://i.ytimg.com/vi/yNVtNfhih5E/mqdefault.jpg,https://www.youtube.com/watch?v=yNVtNfhih5E
video,"Burn Golwalkar's anti Dalits book ""Bunch Of Thoughts"" Lalu Prasad Yadav",https://i.ytimg.com/vi/zw_HB_HdXUw/mqdefault.jpg,https://www.youtube.com/watch?v=zw_HB_HdXUw
video,Deputy CM of Bihar should be from RJD: Bhola Yadav,https://i.ytimg.com/vi/nBZpwpI3zzM/mqdefault.jpg,https://www.youtube.com/watch?v=nBZpwpI3zzM
